Path;SteerAngle;Throttle;Brake;Speed;X_Position;Y_Position;Pitch;Yaw;Roll
/Users/charlescostello/Personal/REND/RoboND-Rover-Project/dataset/IMG/robocam_2018_09_22_13_41_17_165.jpg;-9.739684;0.4501408;0;2.281664;102.5628;79.84758;-0.0008081568;280.3276;358.9419
/Users/charlescostello/Personal/REND/RoboND-Rover-Project/dataset/IMG/robocam_2018_09_22_13_41_17_216.jpg;-7.486934;0.6003242;0;2.298766;102.581;79.71136;359.9909;279.1505;358.9492
/Users/charlescostello/Personal/REND/RoboND-Rover-Project/dataset/IMG/robocam_2018_09_22_13_41_17_267.jpg;-5.234056;0.7505161;0;2.315117;102.5929;79.61921;0.008149023;278.5581;358.9632
/Users/charlescostello/Personal/REND/RoboND-Rover-Project/dataset/IMG/robocam_2018_09_22_13_41_17_317.jpg;-2.995892;0.899727;0;2.347592;102.6109;79.47871;0.06464927;277.9358;359.0102
/Users/charlescostello/Personal/REND/RoboND-Rover-Project/dataset/IMG/robocam_2018_09_22_13_41_17_366.jpg;-0.7360822;0.8504791;0;2.372313;102.6235;79.3834;0.1265235;277.7256;359.0669
/Users/charlescostello/Personal/REND/RoboND-Rover-Project/dataset/IMG/robocam_2018_09_22_13_41_17_416.jpg;0;0.7010432;0;2.404812;102.6432;79.23833;0.2502627;277.6414;359.1791
/Users/charlescostello/Personal/REND/RoboND-Rover-Project/dataset/IMG/robocam_2018_09_22_13_41_17_467.jpg;0;0.5506622;0;2.421793;102.6564;79.1406;0.3434369;277.6321;359.2616
/Users/charlescostello/Personal/REND/RoboND-Rover-Project/dataset/IMG/robocam_2018_09_22_13_41_17_516.jpg;0;0.7008512;0;2.443527;102.6765;78.99275;0.4920551;277.6345;359.393
/Users/charlescostello/Personal/REND/RoboND-Rover-Project/dataset/IMG/robocam_2018_09_22_13_41_17_566.jpg;0;0.8502213;0;2.462417;102.6901;78.89303;0.6021149;277.6402;359.4854
/Users/charlescostello/Personal/REND/RoboND-Rover-Project/dataset/IMG/robocam_2018_09_22_13_41_17_616.jpg;0;0.9988142;0;2.498461;102.7108;78.74122;0.790414;277.6527;359.6298
/Users/charlescostello/Personal/REND/RoboND-Rover-Project/dataset/IMG/robocam_2018_09_22_13_41_17_667.jpg;0;1;0;2.525975;102.7249;78.6384;0.9315609;277.6634;359.7294
/Users/charlescostello/Personal/REND/RoboND-Rover-Project/dataset/IMG/robocam_2018_09_22_13_41_17_717.jpg;0;1;0;2.567627;102.7465;78.48189;1.156702;277.6868;359.8848
/Users/charlescostello/Personal/REND/RoboND-Rover-Project/dataset/IMG/robocam_2018_09_22_13_41_17_766.jpg;0;1;0;2.595093;102.7613;78.37627;1.30152;277.7064;-0.003561228
/Users/charlescostello/Personal/REND/RoboND-Rover-Project/dataset/IMG/robocam_2018_09_22_13_41_17_816.jpg;0;1;0;2.636729;102.7807;78.2172;1.415151;277.6648;-0.0002409176
/Users/charlescostello/Personal/REND/RoboND-Rover-Project/dataset/IMG/robocam_2018_09_22_13_41_17_866.jpg;0;1;0;2.670463;102.7941;78.11159;1.372068;277.6843;-0.002486001
/Users/charlescostello/Personal/REND/RoboND-Rover-Project/dataset/IMG/robocam_2018_09_22_13_41_17_915.jpg;0;1;0;2.716677;102.8148;77.95088;1.312669;277.6843;-0.0006627756
/Users/charlescostello/Personal/REND/RoboND-Rover-Project/dataset/IMG/robocam_2018_09_22_13_41_17_967.jpg;0;1;0;2.744145;102.8289;77.842;1.295581;277.6745;-0.0007109815
/Users/charlescostello/Personal/REND/RoboND-Rover-Project/dataset/IMG/robocam_2018_09_22_13_41_18_017.jpg;0;1;0;2.785293;102.8505;77.67613;1.298758;277.6569;-0.000812948
/Users/charlescostello/Personal/REND/RoboND-Rover-Project/dataset/IMG/robocam_2018_09_22_13_41_18_066.jpg;0;1;0;2.812698;102.8651;77.56392;1.317347;277.6449;-0.0008280791
/Users/charlescostello/Personal/REND/RoboND-Rover-Project/dataset/IMG/robocam_2018_09_22_13_41_18_115.jpg;0;1;0;2.853775;102.8873;77.39328;1.361439;277.6254;-0.00130424
/Users/charlescostello/Personal/REND/RoboND-Rover-Project/dataset/IMG/robocam_2018_09_22_13_41_18_165.jpg;0;1;0;2.880489;102.9022;77.27843;1.375687;277.615;-0.001461781
/Users/charlescostello/Personal/REND/RoboND-Rover-Project/dataset/IMG/robocam_2018_09_22_13_41_18_215.jpg;0;1;0;2.923323;102.9247;77.10452;1.367277;277.5964;-0.001416387
/Users/charlescostello/Personal/REND/RoboND-Rover-Project/dataset/IMG/robocam_2018_09_22_13_41_18_267.jpg;0;1;0;2.951868;102.9399;76.98714;1.362554;277.5865;-0.0009978634
